sentence,topic
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
this game is very good but the grinding is insane and you got to be patient and i hate the fact that you have to wait  days just to build a new warframeits also very confusing when you start playing for the first time like this game has been going on for many years yet they still didnt build a system that is helpful,1
its buggy held together by tape and bubblegum in places the devs often have ideas that go beyond their abilities and thus fall flat when they come out,2
just some people abuse this system and it makes the others look extremely bad,2
some things id say are overpriced like octavias musical tones like jesus christ why are those worth  platinum but overall id say warframe handles its microtransaction system perfectly,1
anyways it is very easy to spend way too much on this game im sure ive spent hundreds on this yes yes i feel the shame,5
its a little confusing at first,-1
dont ever do that just wait it out,0
its a looter shooter and a damn good one at that,-1
space nazis corporate jackasses and space zombies respectively,10
and thats just scratching the surface,17
why am i running these missions,7
its an open game and this works against it at times,2
the worst offender is the lack of documentation on a lot of the game,-1
two issues you might want to be aware of before you play the new player experience is really dull you start with mostly crap gear barely any money or resources and it will take you quite a while to get anywhere in this game without friends especially without friends who have been playing for a long time as they can hook you up with some good mods and some platplatinum the games premium currency to get yourself going,4
the last one at least for me is that this game can cause some serious burnout as this game is very farmy you will spend hours doing the same missions over and over and over again just to get one blueprint or one component or to farm a specific resource and that can wear down on you pretty hard after a while,7
ps i almost forgot in the game at first do not understand what they want from you in a mission where to go and who to shoot but eventually everything falls into place,7
sorry for my english      fp,0
matter of grind grind all the time if you dont like the grind you cant play all the time,3
look at them they come to this place when they know they are not pure,16
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
i have been thinking about this game way too much,0
it is consuming my thoughts,-1
how the hell is this fp,-1
if you arent hooked by that point this just aint for you,12
i have absolutely no idea what such a hypothetical person would possibly be into but i shudder at the thought,-1
i have spent more than  hours in this game and im still not tired of it,0
that has to say something about the quality of this game right,-1
its entirely pve except for a very small subsection of pvp that is hardly ever played so the game is all about killing hordes upon hordes of enemies and to get loot,26
really the only things missing from this game are dinosaurs pirates and trains,4
the game has many purposes there is too many mission types,7
the game is focused on farm and grind if you do not like this type of games it will not be suitable for you,11
its just like teenage mutant ninja turtles but with guns,10
apparently noobs have to actually play the game now instead of picking wukong and overpowered aoe weapons,6
helping friends get into the game i can really see the kind of monotonous grind that is expected of them and its daunting,3
while i found older content to be very cohesive some parts of the games newer content are very grating to me personally,2
some of the confusion is definitely intended in order to add mystery but other points feel as if introductions were skipped in a shallow attempt to force unfamiliarity,14
oh man,0
there are two main things setting this game back and limiting its full potential   the omission of competitive pvp to cater to the hardcore audience  lack of crosssave functionality  alas theres no clear confirmation whether the devs will eventually make those things happen or not,26
anyone who can argue that this game is not the best freetoplay game of all time has not played this game enough,9
edit after tons of time on here it does get a bit grind intensive,3
some nerfs have made it even more grindy too,3
ive always heard of this game via word of mouth but i never gave it a shot or even looked into it,-1
but cmon whos gonna do that,17
there are various methods of monetization but the only things you cant get without paying up are purely cosmetic,5
one of the biggest criticisms of warframe you used to see was that it was too grindy as most mmos are,1
if you though that black ops iiis parkour was fun which is not imo think again,7
the game does have some flaws though,-1
i couldnt get out of a success screen even though i was pressing b,-1
the game isnt without its flaws though,-1
there are a few bugs that irritate the heck out of me such as mission waypoints bugging out and not displaying properly or the rare moments of falling through the map when deploying my kdrive,2
its just too bad brian is racist,0
lotus say artour potato harvest is bad,-1
sorry for is not have english,0
please no cyka pasta,10
a purple dragon held me hostage and made me play this game,0
look at them they come to this place when they know they are not pure,16
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
this game will turn any boob man into a ass man  edit  it took me from start to finish about  hours to get the frame i was referring to wisp,-1
review bombing a game over country settings is the dumbest thing ive ever heard,6
the negative things some bugs and pvp is in a bad way in my opinion,26
why are these fools still breathing my air,13
update still kicks ass,2
constantly being updated for many years for free only thing costing money being decoration and cosmetics and most those decorations and cosmetics you can get from trading up,-1
there is increasingly more content that cannot be done solo and that makes me somewhat sad but de will never particularly leave you in the dust as a solo player,-1
in the end everyone can melt a map but not everyone looks good doing it,-1
saying that it takes a long while to level to get money and to be able to buy anything,-1
if you dont want to grind then this game probably isnt for you,3
there is no actual advantage to be gained by paying money except for saving yourself a bit of time and grind,5
i believe literally the only thing that only real money can buy is some cosmetics and more storage space if youre the sort of pack ratlike me who wont even throw away a bad or mediocre piece of equipment because what if and also because it would leave unsatisfactory holes in the collection,5
buffs and reworks to stuff that doesnt work or has ended up being underpowered constant introductions of new frames new gear new quests new areas etc,1
the only complaints i could make about parts that require a bit too much grinding is levelling up the quills and vox solaris but even thats been largely dealt with by subsequent updates if you dont mind doing a bit of research to see what the most effective approach is,3
addictive lootershooter,-1
anyone calling this pw doesnt know what that means,-1
this was horrible for me as it was already hard for me to find ways to spend time with my son as he is always out with his friends or just watching youtube,-1
also the games biggest downfall since if youre a new player or an experienced player coming back all of the new content gives you an aneurysm when trying to digest it,4
without the warframe wiki and youtube i would have crywanked myself to sleep many times,1
we all agreed while its great for a free to play game containing some beautiful graphical work some interesting game mechanics and good controller support it gets tedious very quickly and nothing really makes it stand apart from a failed thirdperson action game like too human unfortunately,-1
its also quite a tough game to get a grip of as it contains lack of explaination about how certain aspects of upgrading and customising a character work,-1
unfortunately it is not a massive multiplayer you can play it only alone or coop in the open world while the missions are pretty much instanced,-1
it is funny that some players that spent thousands of hours in the game criticize it,6
but that is just my personal opinion so please dont count it as valid,-1
ive been mia lately because of this game,0
i have no social life,0
i basically lost all little contact ive had,0
ive been so tired that i thought i saw a grineer walk pass me,-1
like but not the best online action game,-1
do not play this game unless you enjoy grinding,3
i wake up screaming at night because i have nightmares about things not dropping,-1
this game doesnt cut content it expands on it,-1
no other fp title on steam really comes close to this,-1
the biggest critisisms i could offer are that this game could use more and bigger boss battles,-1
hated borderlands hated destiny hated all mmorpgs  i love warframe,1
it sadly also has some downsides like expencive dlcs,-1
it feels like doing the same thing every mission,7
i can never stick to the same warframe because each one has their uses in different situations,1
the mod system is a bit tricky at first and very overwhelming but a few hours researching and consulting chat will clear that up,4
i will note that its best to play with friends to really get into the game as it can get very boring and lonely by yourself,4
god help me,0
other than that its a very grindy game,3
this game is just minecraft with guns,-1
if had to say one thing in the negative about it it would be the real world dollar cost on any of their items,5
what have you got to lose,0
afk simulator k,11
youll be parkouring over obstacles climbing on walls hacking apart enemies and sliding across floors while going all john woo on anyone that stands between your teams and your objective ninja,8
if you think this game looks old by todays standards well you are wrong,-1
but the playable content has become so huge that youll probably never feel the farming as tedious,11
be warned though you will loose many hours of your life in this game  wiggle wiggle wiggle,0
at first i really didnt like this game,0
i played it back in january of  for a couple hours and felt utterly lost and confused on what was going on,-1
again i was confused lost and irritated along with my clansmen,0
ever wanted to commit legal genocide in unspeakable and unhumane ways,-1
however theres many more ways to commit beuatiful war crimes all you have to do is press download wait the for the game to download and pray your device is good enough to see all the pretty colours from all the particles,-1
huh only downside,-1
where has this game been all my life,0
a very complex mmo with a freaking huge world freaking many guns and items and freakin many enemies,1
but u will spend horrific much time in that game,0
xd not big on variety and like i mentioned zero story but its free so,9
fun game but the downside is that you have to put in a lot of hours and the repetitiveness of the levels would eventually dull ones senses,-1
defeats the purpose of getting abilities and items in the first place,-1
ignore the negative reviews,6
those are left by kids who were sad their autoplay button was taken away,-1
if a couple kids were to go away and leave the game making the community a lot healthier then i say good riddance,-1
it has been  years of ups and downs,-1
if only totalbiscuit could have seen all this,-1
never preorder lads,0
back when all of us tried it in beta this game was only ok it did get repetitive and eventually i quit,2
essentially dont nerf a frame you just released into oblivion and then tell me that your listening to my feedback while you delete comments,1
dont lie to me that its going to be a minor change and then kill him,0
dont ruin endgame things by making cc even more irrelavant,-1
warfreaky,1
i have no shame,-1
then what the hell ya waiting for go for it,0
no one can stay away from these bloody battles,-1
the so called warriors who have spent a century in a temporary state of suspended animation since the completion of the old civil war,-1
the infected group includes robots or humans affected by a certain technocytic plague,-1
none of them are like the other,0
here is a list of a few cons that could be improved after the post of this review to list the pros would be too long    early game struggle from me going back to the beginning by creating a seperate account  no directions for people who dont know how to look if someone doesnt know where to look for info on the game they might dislike it out of misunderstanding  overall this game isnt for everyone but in my opinion its a fantastic game,6
its pretty grindy and time consuming so i cant recommend the game to everyone,3
when everything in my life went down someone gave me his account and said go there and find some friends,0
the people i gathered for a clan in a game cried for me,0
these people are another family for me,0
one thing i found a bit disturbing is the fact that level isnt much taken in account,-1
warframe is a game deeply cheated by its metacritic scores the unfair perception that you have to pay to win ive plzuddamy fp mmos and warframe is the absolute least unfair in pricing practices as well as the vastly inferior destiny series,1
apart from being playable on pc what warframe brings over destiny is a truly well thought through lore and plot but more importantly it doesnt have an open world,1
the only and big problem is that the game is extremely boring,-1
the missions are extremely repetitive theres no history plot to follow or anything,7
after crafting and leveling weapons and suits again and again for no apparent reason you start to wonder if its worth the time expended in this,-1
since i dont enjoy pvp in general for the same reason that the game becomes boring after some time why i should do it,26
i cant give a thumbs up for a game that i install and uninstall from time to time,-1
update  after the firing squad whining about the only  hours i had at the time i wrote my first review and the promises of the world changing second dream and war within quests i can surely say that its pretty much all the same,1
ive done almost all the quests and one doesnt link to anotherits just small tales on the same old maps,14
new characters appearing just in those quests that simply doesnt mean anything to the player new answers for questions never made and new ways of thinking to problems that you never had,14
the game is repetitive and boring,0
its up to the player to take a liking of something that each one needs to find on our own because the game only provides half information  and this is way worse than having none,4
product received for free  if i hadnt been playing since launch and someone told me this game is almost  years old id call them a liar,23
gosh damn my pinky finger hurts,0
i dont have a girlfriend now i dont need it anymore,0
i havent fapped for  days because of this game it has ruined my life,0
game for people with no life,0
i started playing warframe when chroma came out and it got bored really quick i dont know why maybe it wasnt the right time for me to play it or the fact that i chose volt as my main frame,1
there are some minor issues such as the customer service in occasions and how repetative the missions can get,7
game is still great as of veilbreaker people are just reviewbombing because their afk farms no longer work and they cant level accounts to illegally sell on anymore,-1
what do i like about this weird game,0
it might be a bit difficult to understand the game mechanics at first since it has a lot to offer with not enough explaining to the player how things work making it kinda confusing,4
look at them they come to this place when they know they are not pure,16
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
hunter your reliance on that ability is skewing my data,-1
hunter i have temporarily disabled that ability,-1
this experiment will fail if your efficiency drops further,-1
its free  its grindy  its repetitive  its expensiveit will make you broke on several things ingame  and it will take half of your lifetime,-1
its extremely repetitious but that hasnt stopped me from playing it,0
after  hours i am very suprised this game is not talked about more by the gaming jurnalism,-1
this game either wants to be a slaughterbox simulator or a fishing simulator,11
warframe warframe you strange beast youre repetitive and obnoxious but damn i love you,1
when i came back i returned to a fourway galatic war between a dogmatic corporate religion a militarist legion of recursive clones transhuman assassins struggling to retain their humanity and an infestation so virulent that it makes the former three point their guns at it in unity,10
there needs to be some frickin books made about this game,4
downside is crafting takes forever so upgrading your warframe and weapons will be a bit of a grind,1
now i just log on and stare at embers ass,0
make no mistake warframe definitely has its flaws,1
its got more bugs than a nyc apartment its poorly thought out in some places some of the frames have basically been forgotten and have been untouched for months or years the grind is brutal to get certain things,2
just boot up an endless mission turn your brain off and enjoy the carnage,7
when this game first came out it seemed repetative and the more and more updates come out it gets less and less repetative,2
downside to this game are its costs to buy platinum real world currency to in game currency,25
this is war,-1
addicted help me,12
community is a bit hard on the devs though,2
how can i put this into words,-1
if you took the multiplayer coop from mass effect  then gave them three extra years to produce and tune it into a fullfledged multiplayer experience then you take that game and force feed it piles of amphetamine and hallucenogenic substances,-1
the resulting spawn from this unholy union of games is warframe,1
new players are going to be at a severe disadvantage if theyre unwilling to drop a bit of cash on it,4
let me put it this way ive put a lot more money into much less deserving titles with much less value to show for it,5
most actionpacked farming simulator ive ever played,11
the shooting is not bad nor decent,0
the maps are too large ans shameish and all are the same metalwall corridors with too rare exceptions,7
and its safe to say that i have an unhealthy addiction to this game,12
update after taking a break from warframe upon coming back i think my initial review was a bit too harsh,1
previous review the devs have abandoned what made this game fun in favor of cranking out new ways to monetize this increasingly bloated and tedious game,2
it started with ld then after ld it was mother then after mother it was vala seriously stop with the hot women i cant play the game when horny,0
and you do it by jumping around and instantly merking poor losers in the face with weird guns and powers,8
although fun i find that it takes an incredible amound of time before you actually understand what tf is actually happening,1
it shouldnt even be free,9
that being said if you dont enjoy a good grind or have patience for building new stuff then it may not be for you,3
ive spent some money but not much and the game never really asks for more,5
they can be ungodly stubborn on the weirdest of issues and there are problems aplenty concerning how the developers think things should be vs how players actually interact with the game,2
i could point to other examples of antagonism between developers and players such as oberons rework behavior on devstreams being condescending if not outright mocking having a community that needs to scream as a collective voice to get compromise measures and more,2
however all of these pale in comparison to threatening a minor with legal action rather than attempting to work with this obviously very enthusiastic person to help in not just spreading information across the community and acting as independant verification of released info but also help track down those that have hacked unreleased items into the game excaliber umbra prime and primed streamline,2
instead they do not go after the actual hackers and go after the prominant largely benign dataminer who has repetedly expressed a willingness to work with digital extremes,-1
i cannot condone this behavior nor will i advise anyone give them business until this matter has resolved as a show of support,2
boring after a while,0
i have barely begun my journey into this game and i havent even scratched the top of the iceberg,-1
years later i cannot say that i regret purchasing one of the original founder packs,-1
the amount of grinding in this game is equal to the amount of grinding i want to do on female frames asses,3
theres no way ivara is a stealth frame with that dumptruck clapping every steps,-1
grinding has never been so time consuming,3
i hope your a social butterfly because your not going to go kirito on this game and beat it solo not that you can beat mmos,-1
its a terribly repetitive game with more farming going on then in alabama,11
there are tons of things you can throw your money at but your paying because your lazy and you want the items now,5
its pay because your a bunch lazy laurens not pay to win,24
curse these hormones,0
i found this game is kinda hard to start because of the large amout of things you need to know as a beginner,4
the bad    becomes repetitieve quickly such that the grind for the prime warframes will probably extend beyond your forebearance for repeating the same content over and over,1
this can become annoying if you want to collect resources or just play at a more relaxed pace and you may find yourself soloing often,-1
many of the menus and game systems are counterintuitive and could be designed to be more user friendly,-1
though i prefer it to be played on playstation  this game never fails to disappoint me in any way,0
i didnt want another grindy mmo to take up my time,-1
to warframes to ships to homes to clan worlds to settings not a fan of blood and gore,1
out of  hours and a year of playing i ran into one rude person,0
being fast overpowered and having crazy effects,-1
well this game is very exhausting but maybe it is just me,0
the ranking up system can be troublesome but still the game is in the creation process,4
if you dislike pwin games then you might like thist one,0
the only things you have to pay for is your own lazyness your looks and convenience,5
like it dont like it its a fact,0
if you dont then the game is most likely not for you,0
then theres people downvoting the game after  hours because theres nothing left to do,0
running and developping such a game takes a lot of money,5
that sounds like a mobile game cashgrab i agree,-1
mindless bashing wont get you to endgame not if you dont know what youre doing,-1
the game doesnt hold your hand,-1
but why buy something when you can painfully farm it for hours,11
you can get by without spending any cash but it is not as enjoyable,5
its a good game but as you reach the end youll see how pointless some of the things you do really are,0
highly recommended if your into space and beating up people,10
i had thought of this game as paytowin at one point when i was first starting out and thats because i never put in the time to gather the resources and make my own stuff like i do now,5
this game could use a few tweaks but you cant blame the thing considering its only in open beta for the moment and trust me alpha was much worse if youre having problems adapting to open beta,2
i cant stop please send platinum help,0
when all others in your play list have gotten boring and you are thinking of going out and buying another click warframe and let the money stay in your wallet,1
when a free to play game is done so painstakingly well it is hard to encourage someone to go purchase a game,9
the only defect its that the scenario tends to be repetitive in long times,2
sorry for my bad english,0
farmed for months to get a weapon that went obsolete in a week,-1
i cant im low mastery should use market to access some medium weapons i get blueprint now what,1
updating my review since a lot has changed since i last threw one out there  warframe is not a game for everyone,1
its grindy its aesthetic can sometimes be a bit unnerving without context and at times it can feel slow,3
after years of patching and balancing theres very few warframes the characters you play as that define your power set and weapons that arent at least a bit viable and almost all of them are distinct in their playstyle and role,1
but i have to reiterate  this game is not for everyone,0
if its not your cup of tea if the grind puts a bit too much weight on you if you struggle to find stuff to do in a vacuumat least give it a shot but dont feel bad for putting it down,3
its going to eat consume your life,-1
i would care about the bugs if i had paid anything but well you cant ask for much more,-1
expensive hobby is full of overpriced content,-1
which is why i quit after  hours of game,0
contradict me before you play these games,0
shooting dismembering throwing evaporizing melting to name a few,-1
these are one but many things you can do to your unlucky enemies in warframe,-1
sure the game has its flaws the main one being the netcode of the game using twice as much pc resources when you host but with the newest patches it has been alleviated by a lot,2
if you get forced into it by friends it will probably not be for you because you just gotta vibe,4
the free to play economy makes the game inherently grindy on some aspects as to give players incentives to go and buy a few things for convenience sake on that note i wouldnt recommand buying premium currency directly as you can get some pretty heavy discounts as daily login rewards,5
screw your review bombing,6
warframe is that drug that you take once to be social and then it ruins your life,1
who doesnt like minecraft,-1
cons the game is a grindy game,3
although a big update is coming plains of eidolon that promises new end game content the game doesnt offer the most sensational experience when you have your ultimate loadout completed,2
there are a few bugs mostly items falling through the earth or mission items not appearing in inventory but they are extremely rare,2
so many ways to play this game it is pretty much for everyone except for those who dont have patience or the willpower for the grind,3
do not play if you have a life,0
the game itself has a very steep learning curve,-1
very few games in the industry have such freedom for their players for the fear of the freedom being exploited,9
if youre not a fan of shooter games you can use a melee weapon as a main weapon and turn to a hack n slash playstyle,-1
their quests and lore are enough to reduce their playerbase to tears with unseen plottwists and character progression,14
still playing the crap out of this game do it,0
what looks like a generic rdperson fp shooter has buckets of content behind it,-1
maybe none of that matters to you,0
its a time consuming game,0
from an ancient slumber you awaken a slumber that would only be undone by a threat wich plagues the planets and solar systems,-1
from poison darts to a fully automatic assault rifle,8
whereas deathcube will vaporize enemies,8
the enemies   grineer  corpus  infested  the grineer  the grineer are an advanced race using weapons like assault rifles machine guns cleavers and anything that would use normal bullets or slash through flesh,-1
the infested  the infested as the name says are infected beings whom are mutated they range from exploding enemies kamikazes ancient whom can heal their allies and infested dogs whom are fast with a strong attack,-1
the voice that i keep forgetting the name ofmadeapun,-1
not going to play this game for a week just because of that voices pun,0
dont even think about it kiddo,0
i dont have enough time atm to get my masters degree in warframe sadly,1
my critique still stands tho this game is way too complicated and just too much of everything,6
the fairly weak tutorial can be supplemented with a trip to the wiki,4
the only downside i can think of is the need of platinum money youll have to purchase with actual money,25
ignore the metagame score it deserves much more,6
in terms of criticisms one aspect of the game that some players may find frustrating is its steep learning curve,-1
warframe has a lot of systems and mechanics that can be difficult to understand and master particularly for new players,1
additionally some players may find the games grindheavy gameplay to be tedious,3
i hate this game,0
i like nothing about it,0
however there is only  problem with this game in my opinion this problem seems to occur in most free to play games,2
sure put hours on end to farm the parts and make your new weapons and warframes etc but each warframe weapon etc needs a slot to be placed in within your inventory and guess what that costs real money to get more hahahahaha what a messed up catch sure its not as expensive as buying the thing you want in the first place but its still really cheeky on the devs part,1
letting people get whatever they want for free only to spend cash for space in their iventory to aquire this so called free whatever you are building  oh and when you build the stuff for free it does take real hours to be made just another set back for some people me,-1
but besides that little cheeky issue with having to buy slots to put the stuff you want for free in i have absolutley nothing bad to say about warframe,1
if you are a player that doesnt like spending real money on games you already bought then i dont think youd like this too much but other then that d absolutley i recommend this,5
i hate this game,0
install this,-1
ive been playing warframe for well over two years now yes it is grindy and yes it will require a lot of your time,1
may cause addictiongood game,12
awsome game all i found was my firewall had blocked it so it wouldnt work,-1
edit  im broke,0
when it comes to its gameplay and narrative warframe always seems to chuck you into the deep end,1
its a challenging game to crack even with hundreds of hours under my belt i can still feel overwhelmed by how much game there is to unpack,-1
this mostly handsoff approach in getting you acclimated can sometimes manifest feelings of aimlessness,-1
and its magnified when it becomes apparent that there isnt a traditional endgame to work up to,-1
if you dont apply the correct mods and buffs to your character it can often stop you in your tracks at some inconvenient moments in your progression,-1
these resources are a big help but its disappointing how often you have to use them as opposed to the game teaching you the same information,4
this repetition can create a recurring feeling of dj vu throughout and there were times when this left me feeling exhausted after an extended play session with the game,0
along with nightmare challenges harder versions of previously completed levels several missions even remix past stages by including multiple enemy factions within one level making some standard objectives far more hectic,7
unfortunately the pvp activities come across as exceedingly basic and clunky compared to the core pve experience,26
lots of items lots of warframes and lots of killing,1
i hate this game,0
its not the best game but theres something in this game that makes me go back again and again and again,0
but then the novelty starts dying,0
dont get me wrong you still love them but the sex is getting kinda repetitive,0
its easy to play this game for  minutes or an hour and say i dont know what im doing,0
or this game is bland and generic,-1
as i said before the game is a diamond in the rough and there are some obnoxious sections or situations the game might put you through,4
for example the drop rate for certain rare materials is ultra low meaning youll be grinding on a level until you get the materials you need making so some stages very redundant,3
or youll find out you need to clear a specific level with a squad yet nobody breathes on that particular level youre trying to get through which makes waiting painful at times,-1
nobody will read my review so i will eat  tablespoon of ketchup for every like this gets,-1
warframe is end real life,1
children in africa get more food than i get plastids,-1
product received for free  i hate this damn game,23
the market ingame is a noob trap,-1
the grind for high level loot has been reduced so much that the new game plus star map with harder difficulty is where most people go to spend their time once they feel they finished the base star chart,3
just fix the store interface tho everything looks like its only p,2
product received for free  i wrote a total bs,23
still great game though but comes with a hefty price of sacrificing your left leg in order to progress,5
if you do not like grinding a lot then this game is probably not for you,3
should be called farming simulator instead due to all the farming you do,11
the gameplay itself is fun too but the levels are repetitive and it gets grindy unless you pay,-1
product received for free  sunk cost fallacy,23
some great ideas railjacks archwings modding trees and unlocks counteracted by some awful ones like the operator mode  which nearly singlehandedly made me quit the game altogether,-1
id even pay for a version of warframe that didnt need or use the operator  i despise it that much,1
also frankly bizarre lore and increasingly convoluted background stories that i am simply aloof to,14
in fact the last quest i completed without the faintest idea of what i had just done or the consequences of that,14
the enemy ai is beyond stupid  made worse when you use a silent weapon alongside a stealthy frame like loki,-1
hes been one of the og units from the very beginning so theres very little excuse to make the enemies so oblivious to the fact that they have just witnessed him impale three colleagues to the wall and they just stand waiting their turn to be shot,-1
lightbulb moments in gaming have rarely been as rewarding,3
no life it almost every day,0
now i had loads of fun until i got scammed and went in to negative platinum due to stolen platinum i received,25
from that point out i wont get any support except if i pay another  euro to get me back in game,-1
i already spent   i probably will stay locked out for a good year or  as i refuse to pay for being scammed or find new game  be aware while game is great there is no support or help from devs and you will see this in many posts regarding customer support,-1
it took few months and several attempts to contact them but at least they didint left me out cold,0
also dont belive the myths,13
unless you seriously dislike games of this style you should have warframe in library,1
gets first prime goes to relay to show off sees everyone else looking cooler than you get jealous copy the others and get their frame still not cool enough quits,-1
then this game is not for you,0
it will make you hate rng with a deep burning passion,11
warframe was here in the beginning early s and will probably be here long after were all dead and gone,1
real money dont really change anything  just make the game faster for making itens and etcgood in the theory  but after some time its get boring,5
they make some really nice events  but even with some friends i dont have pacience to play,4
not theif hoo hah hoo hoo hay,0
has become an absolute mess of bugs,2
devs ignoring community and player feedback at large pushing their vision despite obvious flaws see discussion of the kuva lich system numerous bugs content isles frequent nerfs of every popular item etc,2
they are ignoring that they are not a small time indie project anymore,2
no quality testing whatesover,2
but i can confirm the recent review bombings is because meta slaves are butt hurt is all,6
but like try to find some friends to play it with so youre not stuck reading wiki pages for  years just to learn all the stuff this game refuses to spell out,4
also dont blow your starting plat on garbage weapon slots and frame slots are the way to go,1
player driven economy drives a lot of players away due to other game experiences,-1
my friends hate me now,0
it has nothing to do with money its about your life,5
by the end of it we still had no idea what was happening,-1
but the maps can get a bit repetitive sometimes and if it does go to a new planet,7
still kinda saddened that the quests to unlock the relay are boring and easy to do except the one boss mission,7
never have i ever faced a more cancer boss fight ever,-1
had to get help to even do it cause i ran out of amo the first try,-1
his hitbox is too tiny and he moves too much for you to be able to hit him,22
if all bosses are like him then im just gonna never play again cause his fight was near impossible to do,-1
if your comin back from a long break just say no to doing that  relay boss fight mission its cancer alone and hardly bearable with someonenote i did use a bow,-1
it was a stealth game where fighting more than like  enemies meant certain death  somewhere around ten years later you play as an avatar of abject misery chaos slaughter and destruction given material form,-1
edit  hours  to  have been mediocre,0
send help,0
this was horrible for me as it was already hard for me to find ways to spend time with my son as he is always out with his friends or just watching youtube,-1
i cant believe that this game is free i cannot reccommend this game anymore,9
grind people hear the word grind and that instantly gives you a very negative thought about a game,3
is that even a challenge,-1
this was the other thing that made me not want to try this game,0
i am kinda burnt out on mmos atm,-1
i would not call this game an mmo,-1
original review was all about how to make platinum  good luck making platinum in the game all ways of getting decent amounts have been nerfed with microtransactons,25
badass space ninjas with guns,10
this game is eh,0
grinding for gear and resources can make you question your life choices,3
brain rot is real,0
gg no laifu anymoar,0
literally zero percent,0
good combat good graphics but the story is kind of lacking,14
i mean just look how many hours i sank into this,0
i regret none of them,0
this is my favorite waste of time and couldnt see my self enjoying any other free to play out there anymore than what this game gives,-1
if you aint framin your lamin brah,0
just dismissed it as another free to play game previously and never gave it a second look,-1
only real criticism i have for this game is that there isnt a lot of ingame direction,-1
run please this game has taken up my life please send help,0
okay as of lately people salty about the aoe nerfs are review bombing the game the games quality hasnt changed its just a massive number of people being salty about a skill issue,6
how is this game free,9
this game is grindy and buggy like none other,3
the new player experience leaves much to be desired,4
many of the mechanics are rusty and clunky,3
i have spent way more money in this game than i ever have in a paid game but not once did i feel like i had to pay to win,5
i wish there was a maybe button not just like and dislike,-1
but the grind fest that is its killing it the bugs too,-1
i have stopped playing this game a few months ago due to the slow progres and some bugs  crash and freeze,2
the quest was  hours of showing what the devs can do then releasing you back into a game thats unchanged since  or so left with more disapointment than ever,14
not a single promising element from the quest stayed after you finished it,14
worst thing is the quest is not even replayable yet will problably be in the future tho,14
they teased something important and killed it off before it was even released,14
they have clearly proven now they can not do better,-1
this game is not going in a good direction,0
stay away if you want to save yourself some frustration,0
but once you have gone through the content it will become extremely frustrating,4
unfortunately you will realize that the developers will not meet your expectations and you will slowly start to love the game but hate the devs,2
people tend to be extremely toxic towards other games though which makes perfect sense with what i stated above,-1
by that you go around killing different factions gathering their resources to build more weapons to kill them all again,-1
its a loop and if you dont like the gameplay or grinding than this game has nothing for you,3
grineer an empire of cloned soldiers who are genetically decaying and who youll probably be fighting the most,10
they are heavily armored and prefer brute force,8
corpus a conglomerate of merchants who do whatever they can for a profit,-1
they are infected by a virus from an old war and kill whatever gets in their way,-1
there are constant wars over which is better but it usually boils down to personal preferance,1
you use all your abillities weapons and powers along with three other tenno to run around maps and kill everyone in sight,8
well my answer is a complete no,0
not the best game for you,0
if you dont like it no money lost,5
ive almost spent  hours and that pales in comparison to some of my friends,0
then you skip meals or bedtime,0
your weekends vanish and you have no idea where they went,0
then you start skipping work then mortgage payments because you need plat,5
im rioting,0
stay as far away as you can from this game it will consume you,-1
no dlc and microtransaction scams and no loot box,-1
look at them they come to this place when they know they are not pure,16
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
so i have  hours on this game which is nice but this game can suck the soul out of you there are barely any paywin elements beside completing the consturction of an item for ingame currency and trading in the marketplace,5
to be honest i had a few pals suggest warframe to me and even though it was free to play it just didnt seem my thing,1
i thought it mostly was a fps which i am shockingly awful at but its really so much more,-1
out of all of the characters i cannot say that any of them are bad,14
there is no reason to ever need to buy platinum,25
that mentality is usually what i see from people with that opinion of warframe,1
this has gone under fire quite a bit recently and i would like to address it,-1
there is a problem with new players trying to pick up the game,4
there is not a lot of tutorial information to show you what you need to do right away,4
