title,id,review_text,recommendation,posted_date,playtime
Warframe,SKADI,"Warframe is a free to play co-op or solo third person shooter. This game obviously had A LOT of work put into it, which is why I do not understand why it is free. It has outstanding graphics, even on the lowest setting. However, this game in some aspects has a ""pay to win"" feel to it. To be able to get new items and characters in which they call ""Warframes"", you can either buy them with real life money, or invest immense amounts of hours into the game to get them, which isn't that bad at all because the game is really fun. The gameplay is terrific, and the given ability to free roam each individual map is superlative. Each map has different objectives, environments, and climates, whether its to the inside of an enemy ship, a snowy mountain, or some abnormal planet. If you're looking for a new game to play, that's free and not to mention fun, then Warframe is most definitely the game for you! If you heard any previous bad reviews about this game, just remember, it has improved a lot since its release date back in March.",Recommended,2013.11.26,63.0
Warframe,DreaMz,Better than Destiny..,Recommended,2017.09.20,1.0
Warframe,Argle Bargle,"You go to the store to buy a carton of milk, but by the time you get it home, the milk is already expired, and it costs 20 platinum to put it in your fridge.",Recommended,2016.04.23,597.9
Warframe,John Wayne-Chan,"great game, super boring at first but as soon as u beat all the planets the game really takes off",Recommended,2024.10.26,158.5
Warframe,Resurrection,grindframe,Recommended,2019.05.12,101.8
Warframe,Felix,It's ok i guess...,Recommended,2016.09.10,6.0
Warframe,BarracksGuy,"They come to this place when they know they are not pure. Tenno use the keys, but they are mere trespassers. Only I, Vor, know the true power of the Void. I was cut in half, destroyed, but through its Janus Key, the Void called to me. It brought me here and here I was reborn. We cannot blame these creatures, they are being led by a false prophet, an impostor who knows not the secrets of the Void. Behold the Tenno, come to scavenge and desecrate this sacred realm. My brothers, did I not tell of this day? Did I not prophesize this moment? Now, I will stop them. Now I am changed, reborn through the energy of the Janus Key. Forever bound to the Void. Let it be known, if the Tenno want true salvation, they will lay down their arms, and wait for the baptism of my Janus key. It is time. I will teach these trespassers the redemptive power of my Janus key. They will learn its simple truth. The Tenno are lost, and they will resist. But I, Vor, will cleanse this place of their impurity. Look at them, they come to this place when they know they are not pure. Tenno use the keys, but they are mere trespassers. Only I, Vor, know the true power of the Void. I was cut in half, destroyed, but through its Janus Key, the Void called to me. It brought me here and here I was reborn. We cannot blame these creatures, they are being led by a false prophet, an impostor who knows not the secrets of the Void. Behold the Tenno, come to scavenge and desecrate this sacred realm. My brothers, did I not tell of this day? Did I not prophesize this moment? Now, I will stop them. Now I am changed, reborn through the energy of the Janus Key. Forever bound to the Void. Let it be known, if the Tenno want true salvation, they will lay down their arms, and wait for the baptism of my Janus key. It is time. I will teach these trespassers the redemptive power of my Janus key. They will learn its simple truth. The Tenno are lost, and they will resist. But I, Vor, will cleanse this place of their impurity. Look at them, they come to this place when they know they are not pure. Tenno use the keys, but they are mere trespassers. Only I, Vor, know the true power of the Void. I was cut in half, destroyed, but through its Janus Key, the Void called to me. It brought me here and here I was reborn. We cannot blame these creatures, they are being led by a false prophet, an impostor who knows not the secrets of the Void. Behold the Tenno, come to scavenge and desecrate this sacred realm. My brothers, did I not tell of this day? Did I not prophesize this moment? Now, I will stop them. Now I am changed, reborn through the energy of the Janus Key. Forever bound to the Void. Let it be known, if the Tenno want true salvation, they will lay down their arms, and wait for the baptism of my Janus key. It is time. I will teach these trespassers the redemptive power of my Janus key. They will learn its simple truth. The Tenno are lost, and they will resist. But I, Vor, will cleanse this place of their impurity. Look at them, they come to this place when they know they are not pure. Tenno use the keys, but they are mere trespassers. Only I, Vor, know the true power of the Void. I was cut in half, destroyed, but through its Janus Key, the Void called to me. It brought me here and here I was reborn. We cannot blame these creatures, they are being led by a false prophet, an impostor who knows not the secrets of the Void. Behold the Tenno, come to scavenge and desecrate this sacred realm. My brothers, did I not tell of this day? Did I not prophesize this moment? Now, I will stop them. Now I am changed, reborn through the energy of the Janus Key. Forever bound to the Void. Let it be known, if the Tenno want true salvation, they will lay down their arms, and wait for the baptism of my Janus key. It is time. I will teach these trespassers the redemptive power of my Janus key. They will learn its simple truth. The Tenno are lost, and they will resist. But I, Vor, will cleanse this place of their impurity. Look at them, they come to this place when they know they are not pure. Tenno use the keys, but they are mere trespassers. Only I, Vor, know the true power of the Void. I was cut in half, destroyed, but through its Janus Key, the Void called to me. It brought me here and here I was reborn. We cannot blame these creatures, they are being led by a false prophet, an impostor who knows not the secrets of the Void. Behold the Tenno, come to scavenge and desecrate this sacred realm. My brothers, did I not tell of this day? Did I not prophesize this moment? Now, I will stop them. Now I am changed, reborn through the energy of the Janus Key. Forever bound to the Void. Let it be known, if the Tenno want true salvation, they will lay down their arms, and wait for the baptism of my Janus key. It is time. I will teach these trespassers the redemptive power of my Janus key. They will learn its simple truth. The Tenno are lost, and they will resist. But I, Vor, will cleanse this place of their impurity. Look at them, they come to this place when they know they are not pure. Tenno use the keys, but they are mere trespassers. Only I, Vor, know the true power of the Void. I was cut in half, destroyed, but through its Janus Key, the Void called to me. It brought me here and here I was reborn. We cannot blame these creatures, they are being led by a false prophet, an impostor who knows not the secrets of the Void. Behold the Tenno, come to scavenge and desecrate this sacred realm. My brothers, did I not tell of this day? Did I not prophesize this moment? Now, I will stop them. Now I am changed, reborn through the energy of the Janus Key. Forever bound to the Void. Let it be known, if the Tenno want true salvation, they will lay down their arms, and wait for the baptism of my Janus key. It is time. I will teach these trespassers the redemptive power of my Janus key. They will learn its simple truth. The Tenno are lost, and they will resist. But I, Vor, will cleanse this place of their impurity. Look at them, they come to this place when they know they are not pure. Tenno use the keys, but they are mere trespassers. Only I, Vor, know the true power of the Void. I was cut in half, destroyed, but through its Janus Key, the Void called to me. It brought me here and here I was reborn. We cannot blame these creatures, they are being led by a false prophet, an impostor who knows not the secrets of the Void. Behold the Tenno, come to scavenge and desecrate this sacred realm. My brothers, did I not tell of this day? Did I not prophesize this moment? Now, I will stop them. Now I am changed, reborn through the energy of the Janus Key. Forever bound to the Void. Let it be known, if the Tenno want true salvation, they will lay down their arms, and wait for the baptism of my Janus key. It is time. I will teach these trespassers the redemptive power of my Janus key. They will learn its simple truth. The Tenno are lost, and they will resist. But I, Vor, will cleanse this place of their impurity. Look at them, they come to this place when they know they are not pure. Tenno use the keys, but they are mere trespassers. Only I, Vor, know the true power of the Void. I was cut in half, destroyed, but through its Janus Key, the Void called to me. It brought me here and here I was reborn. We cannot blame these creatures, they are being led by a false prophet, an impostor who knows not the secrets of the Void. Behold the Tenno, come to scavenge and desecrate this sacred realm. My brothers, did I not tell of this day? Did I not prophesize this moment? Now, I will stop them. Now I am changed, reborn through the energy of the Janus Key. Forever bound to the Void. Let it be known, if the Tenno want true salvation, they will lay down their arms, and wait for the baptism of my Janus key. It is time. I will teach these trespassers the redemptive power of my Janus key. They will learn its simple truth. The Tenno are lost, and they will resist. But I, Vor, will cleanse this",Recommended,2022.03.14,838.1
Warframe,HurtBoy,eh its alright,Recommended,2014.09.29,2.0
Warframe,Dubstep_Samurai,Best free to play game ever. Probably much better than some paid ones either.,Recommended,2014.07.10,9.0
Warframe,CowboySparkles,"Pros: - You can be beautiful  Cons: - Starting out, everyone is more beautiful than you.",Recommended,2019.09.19,7.0
Warframe,Stufflebean_2,"Warframe is a deeply customizable solid game with amazing high-tech weaponry, many ways to tackle levels for all different playstyles, and space ninja parkour galore.",Recommended,2019.05.03,37.4
Warframe,♡Tezzy Boo♡,"This game is very good, but the grinding is insane and you got to be patient.. and I hate the fact that you have to wait 3 days just to build a new warframe...It's also very confusing when you start playing for the first time, like this game has been going on for many years yet they still didn't build a system that is helpful. You also need a good clan to start with otherwise It's on your own and you will stay clueless for awhile, once you start understanding I think It's worth playing and investing your time in!",Recommended,2024.05.09,77.4
Warframe,Friskydingo,"Best F2P game I've personally found, has held my interest for going on a year now. Frequent updates (usually every other week), better than average community, and is easily the most polished (despite an 'official' release) F2p I've seen. Highly recommend.",Recommended,2013.12.31,2.0
Warframe,Velchin Da Ro,"Its buggy held together by tape and bubblegum in places, the devs often have ideas that go beyond their abilities and thus fall flat when they come out. However in spite of all that its still one of if not the best free to play game available with a unique setting and story (what little there is) and amazing if slightly dated art design and graphics. In what other F2P can you trade the premium currency with other players, or get the premium items without spending it? yeah its a grindy game full of RNG and spending too long on simple things, but its still the best one of its kind.",Recommended,2021.07.20,4.0
Warframe,⭐Spoiler Quinn⭐,"Warframe, oh boy Warframe... One of the better free to play games I'd say.  Really fun, addictive gameplay (4 vs 100 pve enemies basically lol) and it really takes you down a power trip. Said gameplay makes the absolute grind that this game can be fun. Enough variety in mission tiles, the story (after a certain quest) gets impressively unique!  Normally I don't talk about the music but my god, this game has some pretty tunes (We All Lift Together has to be my favorite), it really helps set the vibe for the quests!  Now let's talk about the microtransactions, since a free game nowadays can't be complete without those lol (I don't blame developers though, they need to make revenue one way or the other! Just some people abuse this system and it makes the others look extremely bad. LOOKING AT YOU DIABLO IMMORTAL). Warframe has the best microtransactions system I've seen, with the premium currency (the platinum) being able to be exchanged in the market for parts other people can sell to you, making the premium currency accessible to fully F2P players with the downside that you need to find people to sell these things to (The website Warframe Market works perfectly for this!), so as long as you have prime parts, mods or some ayatan sculptures you can always get PL without paying for it, and I think that's really, really good. Some things I'd say are overpriced (like Octavia's musical tones like jesus christ why are those worth 50 platinum) but overall I'd say Warframe handles its microtransaction system perfectly.  Funny how I've talked about the micros more than the actual gameplay lol, but it had to be said, I love this game and I love its way to handle microtransactions.",Recommended,2022.06.21,372.1
Warframe,Kernalgohd,"Reasons to play warframe; -To feel like an awesome ninja -To feel like an awesome robot -To feel like an awesome martial artist -To feel like an awesome marksman -To feel like an awesome archer -To feel like an awesome swordsman -To feel like an awesome mercenary -To drown in content updates  Pretty sure the dev team has ADHD or something, my goodness, they cant sit still for a minute. Most companies are down for sitting around on their latest update like ""Yeah we did a good job"" Meanwhile at warframe HQ the dev team is like ""DONE THIS UPDATE, GOTTA MAKE A NEW ONE, GO GO GO""  The game feels so good, plays smooth as (shaved) balls. Everything feels good to do, and even if it bugs out a bit, its generally entertaining to some degree (EG. flying off walls at hyperspeed)  Downsides? Honestly not many, Im sure computer strength can be a major issue, but its fairly good for the most part, mid grade computers should be fine at like 20 fps on reasonable settings. While it is possible to play this game free, and nearly everything is obtainable without paying (even many cosmetic stuff) It does take quite a long time. The further you get in the game and the more time you invest, the less this becomes a problem. Anyways, it is VERY easy to spend WAY too much on this game, Im sure Ive spent hundreds on this (yes yes, I feel the shame). Also, inventory slots are platinum manditory, however you can get platinum from others in game, selling recipes for stuff like formas and such. You will need inventory slots if you want to have more than a small handful of warframes at your disposal at one time, or weaponry.  Long story short, lots of fun, watch your wallet, its tempting, so so tempting.",Recommended,2014.06.13,1.0
Warframe,Ethereum97,"A little grindy, but it's pretty good.",Recommended,2018.11.27,466.7
Warframe,Honorian,The game's environment is well designed. This game is better than other Sci-Fi-like games.,Recommended,2017.10.17,27.8
Warframe,Asuna <3<3<3,FREE FASHIONFRAME WHAT MORE U NEED,Recommended,2020.10.27,405.1
Warframe,Ley,Im playing since ~6 Days and today i played 954 Minutes. YEP.,Recommended,2022.07.28,315.2
Warframe,[nbn] Ray,"Were you a weeb kid? Do you want to be a psychic ninja zombie robot?  This game's really well-optimized. If you can play 3D games at all and online games at all, you can probably run this on the lowest settings. It's high-action co-op PVE squad for various mission types, sometimes tied to stories, with extreme flexibility for developing on individual playstyle.  They're still working on the intro for getting going in the game. It's a little confusing at first. I still wouldn't trade what DE and the game do for community and cooperative spirit away for anything.  As you start to get into the story missions, it gets increasingly cinematic and engaging. It has some of the best lore, locations, and NPCs I've ever dealt with in an online game, and it's insanely well-maintained as well as constantly updated.  Community engagement has shaped these constant updates, and it shows.  The customization is fun and engaging. It's sincerely possible to do anything you want in the game without spending on in-game currency-- the only thing you can't farm and player trade up toward are skins that are dollar costs because they're approved fan artist skins and the original artist is getting paid.  Overall, I highly recommend Warframe.",Recommended,2020.01.19,735.0
Warframe,Mardo,"Public Review on behalf of the Opium Pulses Steam group  Few words about the game  Game is truly, absolutely amazing. It's too good to be free to play, really well made game, with nice attention to all those details. Warframe is fun to play, doesn't matter if you're playing with friends or alone, comunitty in-game is friendly enough for you to find your place there. Fast paced game that includes wallrunning, flying in space and developing your character. Once you'll get involved with it, it's quite hard to let it go.  Advantages - Free to play but not pay to win            Personal score",Recommended,2016.01.31,286.2
Warframe,ImPureSilver,"Has been around longer than Destiny, has been better than Destiny, and will continue to be better than Destiny.",Recommended,2024.08.23,884.1
Warframe,HOUR HERO YES,"It's a free-to-play skinner box grindfest but also extremely fun to move around the map, and there are probably 1000 different paths of progress to be grinding on, so you can always feel slightly productive.",Recommended,2020.09.27,161.5
Warframe,Cassynder,"Warframe is a game that I've played on and off for over five years, which is almost a recommendation by itself. Free-to-play, it offers a staggering amount of content and doesn't force egregious micro-transactions on you every step of the way. You can play a good portion of the game without having to pay anything, although most weapons, Warframes and the like take considerable time to build. Which can be sped up with Platinum, the in-game currency. Don't ever do that, just wait it out. Where I feel money needs to be spent is on slots for weapons, Warframes and such. If you are the type to collect vast armouries, like I am, you'll either have to pay or trade for Platinum. By that stage you'll most likely have already decided for yourself if you want to continue playing or not and trust me, if you decide to stay, a bundle of Platinum to buy slots for your gear is more than fair for the content on offer here. Wait for a sale on Platinum and you'll be good to go.  With that out of the way, what is Warframe? It's a looter shooter, and a damn good one at that. Perfect for gunning down fools in a couple missions or in chunks of hours, Warframe is a good time all round. And it's fun. The best way I can sell it is to say that you are a space ninja, you run around in a bunch of suits called Warframes with a collection of swords, guns, knives and lots more to kill things. In style. Each Frame has its own set of powers that complement your weaponry and you run a variety of different mission types against three main factions: the Grineer, Corpus and Infested. Space nazi's, corporate jackasses and space zombies, respectively. There's a story sprinkled in there, which really comes into its own further on into your experience from Second Dream onwards, and it has an interesting universe to explore. If that sounds like your kind of deal, go get 'em, tiger! It's free-to-play, after all.  Warframe can be overwhelming at times, although it's gotten better for new players in recent years. My advice? Don't bother about everything at once. Focus on the little things. Find a weapon you like, a favourite Frame that suits your playstyle and work your way through the game. Or play with friends, or join a clan, who can help you out. The whole game can even played solo, if like me you are a lone wolf. The impressive thing about this game is that there's almost like different games within the game. You can focus on leveling up gear and building new Frames, also running the missions to fund that. There's the clan side of the game, where you can drop a tonne of resources, credits and building a Dojo your mamma will be proud of, as well as getting more blueprints for more stuff. You can throw your lot in with certain factions and run special mission for them to curry more favour with them, opening relics and running void rift missions to get special Prime gear....there's a lot here for you if you want to go down this particular rabbit hole. And that's just scratching the surface.  There are some downsides to note, however. I've not been through the new player experience recently but the game can be confusing to start with. What's the point? Why am I running these missions? What am I supposed to be doing? It's an open game and this works against it at times. It can also be repetitive to run similar missions again and again, gunning and slicing your way through the hordes of fodder between you and your objective. The worst offender is the lack of documentation on a lot of the game. Where do certain parts drop? What's the best damage types for each faction? Where to find some of the new Warframes? The Warframe Wiki is your friend, but the game should really be doing a lot of that for you.  If you are after a shooter with a lot of content and a bunch of weapons and different ""classes"" to play with, than you won't go wrong with Warframe. It has flaws, every game does, but it's a free game and it doesn't hurt to try it out. This one is a favourite of mine and will be a fixture in my library for some time yet.",Recommended,2019.09.19,1.0
Warframe,Crimson6082,You never stop playing Warframe. You only take breaks.,Recommended,2024.11.11,1.0
Warframe,Noblesse☮Oblige,After escaping Butcher Bay and putting himself on ice Riddick awakes 100 years later to discover much has changed. With the face of a spaceship and the body of olympic gold medal winner Michael Phelps you must till the fields and learn proper crop rotation as you farm your way through all 12 levels of galactic adventure.,Recommended,2016.01.26,5.0
Warframe,Krudd,"After over 1000 hours of play and spending well over £100 on a Founder's Package and several Prime Access packs, I can safely say that this game will get it's hooks in you and once it does it's not letting go, even when I take breaks from the game due to burnout(more on that later) I still think about this game and returning to it. This game's update cycle has been a journey, from a very basic third person shooter with rudimentary and tacked on parkour to this fast paced, frantic off the walls looter shooter, it has been a very interesting ride. DE keeps this game updated frequently, one of the reasons why so many people stay, and are always trying to pump new life into this game.  Two issues you might want to be aware of before you play: The new player experience is really dull, you start with mostly crap gear, barely any money or resources and it will take you quite a while to get anywhere in this game without friends, especially without friends who have been playing for a long time as they can hook you up with some good mods and some plat(Platinum, the game's premium currency) to get yourself going. The last one, at least for me, is that this game can cause some serious burnout as this game is very farmy, you will spend HOURS doing the same missions over and over and over again just to get one blueprint, or one component, or to farm a specific resource and that can wear down on you pretty hard after a while.  With all that said though, the best way to learn about this game is to try it for yourself as a picture is worth 1000 words, the game is free so all you're losing is time. Now if you'll excuse me, I'm gonna go stand in a relay for 2 hours showing off my Founder gear like I've got nothing better to do. Cheerio!",Recommended,2016.11.28,2.0
Warframe,AvilaPT,-Fun -Free -Fantastic,Recommended,2021.05.07,88.2
Warframe,lillie,.,Recommended,2022.02.10,106.3
Warframe,Zoreslav,"Suddenly, a very high quality f2p game. The co-op size, for 4 people, as has long been the actual start, you have to shoot the enemies of the crowd, whether robots or mutants. The game has a great variety of missions. There is a pumping system, with those experiences not only gets the character for whom you play and weapons that you fight. Interesting system improvements. The visual part of the game is full of colors and effects. Lots of explosions, lots of glowing stuff. All very nice. It should say that the game is not PVP, PVE only, can in the future it will be in the game and, well, until .... the battle against hordes of mutants!  PS I almost forgot, in the game at first do not understand what they want from you in a mission where to go and who to shoot but eventually everything falls into place.  sorry for my english)   Неожиданно очень качественная f2p игра.В кооперативе размером,на 4 человека,как уже собственно давно завелось,вам предстоит отстреливать толпы врагов,будь то роботы или мутанты. В игре присутствует великое множество миссий.Есть система прокачки,при чем опыт получает не только персонаж,за которого вы играете но и оружие которым вы сражается. Интересная система усовершенствований.Визуальная часть игры,пестрит красками и различными эффектами.Много взрывов,много светящихся штучек.Все очень красиво.Стоит сказать,что в игре нет ПВП,лишь ПВе,может в дальнейшем оно и появится в игре,ну, а пока....в бой против орды мутантов!  П.С. Чуть не забыл,в игре поначалу вообще не понятно,что от тебя хотят в той или иной миссии,куда идти и в кого стрелять но со временем все становится на свои места.",Recommended,2013.04.02,24.3
Warframe,OUT OF ORDER,matter of grind grind all the time if you dont like the grind you cant play all the time,Recommended,2023.03.04,10.4
Warframe,Count M.,I have been playing for over an hour. I will take a break.,Recommended,2015.09.26,5.0
Warframe,pasqu,"Look at them, they come to this place when they know they are not pure. Tenno use the keys, but they are mere trespassers. Only I, Vor, know the true power of the Void. I was cut in half, destroyed, but through it's Janus Key, the Void called to me. It brought me here and here I was reborn. We cannot blame these creatures, they are being led by a false prophet, an impostor who knows not the secrets of the Void. Behold the Tenno, come to scavenge and desecrate this sacred realm. My brothers, did I not tell of this day? Did I not prophesize this moment? Now, I will stop them. Now I am changed, reborn through the energy of the Janus Key. Forever bound to the Void. Let it be known, if the Tenno want true salvation, they will lay down their arms, and wait for the baptism of my Janus key. It is time. I will teach these trespassers the redemptive power of my Janus key. They will learn it's simple truth. The Tenno are lost, and they will resist. But I, Vor, will cleanse this place of their impurity.",Recommended,2020.06.22,4.0
Warframe,MindiRix,"If you like space, sci-fi, parkour and ninjas this is your game. Missions can take anywhere from five minutes to an hour depending on what you're doing, the vast majority are 30 minutes or less. Construction of objects continues after logout so you can queue things up to complete while you sleep or live your life. Changing how your character works is as simple as switching to a different Warframe, so you're never locked into a specific play style.  I personally like the quests and lore. The modern romantic interpretation of Samurai and Eastern culture is strong but it isn't cloying and adds a nice lens to view the world through. Overall I've gotten sucked into this game and am thoroughly enjoying it, which is all I really wanted.",Recommended,2020.09.10,278.0
Warframe,BeepLettuce,"Great lore, a huge variety of customizable weapons, pets, and warframes, and a seemingly endless timesink. It's good for long play sessions or a quick void relic run before work. However, I will say that it does get monotonous after a while and breaks from the game do help a lot.  The friendly community never ceases to amaze me with the generosity and helpfulness. And devstreams are always fun to watch for the inside jokes and childish humor mixed into the cool content coming up.",Recommended,2020.08.30,1.0
Warframe,BoST,It's very grindy but it's very fun to play,Recommended,2021.06.18,830.8
Warframe,NEOchuah,I have been thinking about this game way too much. It is consuming my thoughts. My time. My sleep.  Good time,Recommended,2024.03.13,109.7
Warframe,Travingel,"HOW THE HELL IS THIS F2P? that sums it up, its amazing",Recommended,2015.05.05,288.0
Warframe,samurai pizza cats,"I have over 1000 hours on this game.  Summary: Awesome game, very wide range of mechanics, in-depth lore and creative story-lines, satisfying combat and amazing art. Character customization is in-depth and very rewarding. All content including stories are free, except for certain rare cosmetics (access bundles which are farm-able can be purchased to support the developers).  Community is largely super friendly and helpful. You can reach out to players and forums in-game for questions on how certain things work, but the beginner tutorials gets you going. Suggest favouriting the Warframe Wiki though, if you want to get good, especially for end-game content. Creator-base on Youtube is very large so there is a plethora of tutorial videos.  Conclusion: parkour space-ninjas utilises magic, swords, lazer-guns, mechs, jet-packs and rocket-launchers to destroy hordes of ancient aliens, clones and robots while looking super cool. Remember to pet your cat.",Recommended,2022.10.06,1.0
Warframe,Neutron,"Top 3 sci-fi universe that I was happy to discover. The quality of story missions and cutscenes is rising with every year. Great community. Developers have a great skill of mixing solo story campaign and coop missions. Game is free, monetization is not aggressive and does not broke the atmosphere.",Recommended,2024.09.06,643.5
Warframe,Ducky✨,We End As We Began.,Recommended,2019.08.13,4.0
Warframe,AnimeLord143,legendary game that can run on slower pcs,Recommended,2021.02.10,55.5
Warframe,Kartoffel Karl,"Honestly, one of the, if not the best game I have ever played. If you havent tried it, do so. It is definetly worth your time",Recommended,2016.08.07,1.0
Warframe,Arran,play to grind  grind to play   edit: HOLY FUGG YOU CAN FISH NOW  edit: YOU CAN PLAY GUITAR HERO AND TONY HAWK NOW,Recommended,2015.10.02,1.0
Warframe,Vervaticus,fun with friends,Recommended,2023.04.08,64.7
Warframe,yori,grind fun,Recommended,2023.05.29,116.2
Warframe,the spider,Product received for free  game,Recommended,2019.11.15,714.0
Warframe,JoeyLangel,"Product received for free  No need for a long, wordy review here. Warframe, in my humble opinion, is absolutely, unequivocally one of the greatest video games of all time. It is most certainly THE best free-to-play game I have ever played, and I've played a LOT of Apex. The level and quality of support these devs have always given and continue to give to this game is unmatched. I don't believe I've ever seen a dev team more in touch with their playerbase.  Download this game. Do not stop playing it until you complete a quest called ""The Second Dream."" If you aren't hooked by that point, this just ain't for you. I have absolutely no idea what such a hypothetical person would possibly be into, but I shudder at the thought.  Please, show Digital Extremes your support... They wholeheartedly deserve it.",Recommended,2024.08.18,2.0
Warframe,yotzaR,Very good.,Recommended,2013.03.26,821.3
Warframe,FartingPuppy,Really good game. For those who enjoy a good Third person shooter,Recommended,2013.12.20,3.0
Warframe,DarthSatoris,"I have spent more than 2000 hours in this game, and I'm still not tired of it. That has to say something about the quality of this game, right?  Warframe is a free-to-play online third person shooter where you take control of what I can only describe as ""remote controlled zombie cyborg ninjas with super powers"", because that's basically what Warframes are. And they are all amazing. It's entirely PvE (except for a very small subsection of PvP that is hardly ever played), so the game is all about killing hordes upon hordes of enemies and to get loot. And the movement mechanics, the shooting mechanics, the CQB mechanics all feel incredibly refined and make you feel like a bonafide badass at any point in time.  And while it can at times feel grindy, especially if you're looking for that one special mod or weapon part that you really need to complete a build, the gameplay loop feels satisfying enough that you won't get completely bored of it, and makes you want to try just one more time, or just one more time again.  And the developers are constantly adding new features to the game like new Warframes, new weapons, entirely new game modes, entirely new areas, new quests, new music, etc. etc. and it is all FREE. How cool is that?",Recommended,2018.08.28,4.0
Warframe,Hamdaddy,Space ninjas... need i say more?,Recommended,2014.12.24,28.1
Warframe,chase,POG,Recommended,2020.10.29,2.0
Warframe,Dorgarr,"The only game were you can play as a Magical Hammerhead Shark Space Samurai with machineguns who fights aliens and robots with lasers.  Really, the only things missing from this game are dinosaurs, pirates, and trains.",Recommended,2013.07.04,3.9
Warframe,Rigon,"Game's story is like a movie and absorbs you inside. The game has many purposes, there is too many mission types. There are a lot of character, weapons and a very nice modding system. You can change any weapon as you wish and try out different builds. The game is focused on farm and grind if you do not like this type of games, it will not be suitable for you. The game has an excellent image quality. You can easily feel any planetary atmosphere in space and whenever necessary. You can play alone and with friends or enter a clan and comment your party. This game is a masterpiece that must be tried and recommended.",Recommended,2019.09.01,1.0
Warframe,JoCat,Like Destiny but good,Recommended,2015.04.10,30.9
Warframe,Tupac,"well this game is just like the Pringles chips........  ""Once you pop, you can't stop""",Recommended,2015.03.09,1.0
Warframe,malaya,I only played a little bit. It's alright.,Recommended,2014.07.05,5.0
Warframe,Jaller,"Acrobatic Parkour Space Ninjas with guns.  ""It's just like Teenage Mutant ninja turtles, but with guns. In space.""",Recommended,2014.01.21,457.2
Warframe,Tytane,apparently noobs have to actually play the game now instead of picking wukong and overpowered AOE weapons.,Recommended,2016.04.28,4.0
Warframe,Pico,"My overall opinion on Warframe fluctuates heavily, and now in 2025 I'm editing my review again. I enjoy the game, but I'm only able to get the most out of it because I began playing years ago, and the new player experience has been saddled with a larger and larger backlog over time. Helping friends get into the game, I can really see the kind of monotonous grind that is expected of them, and it's daunting.  If you have the patience to progress through the game and seek external advice such as fan wikis, Warframe will offer you a satisfying experience with many goals to grind for. But you will need a lot of time to get there, and the game will certainly be offering premium purchases during that time.  In the previous versions of my review, I also talked about my gripes surrounding the story. While I found older content to be very cohesive, some parts of the game's newer content are very grating to me, personally. Many elements feel like an ""IOU"" of writing, introducing new terms and inventions which you have never been told the origin of. Some of the confusion is definitely intended in order to add mystery, but other points feel as if introductions were skipped in a shallow attempt to force unfamiliarity. That being said, not every part of the story is an offender. I enjoyed the new 1999 content, which still deals with abstract concepts, but which is much more grounded with an appealing cast of characters.",Recommended,2023.12.16,2.0
Warframe,Fr1les,Warframe - a world of wonders. Went in for an hour - disappeared for a year.,Recommended,2021.03.14,4.0
Warframe,ShonkV,"Pros : Despite being an old game ...it keeps getting better and better with new updates ,that improve graphics as well as gameplay mechanics characters are highly customizable and RPG elements make this game more interesting CO-Op mode is fun, if you have friends playing it Highly optimised Graphics and good surround sound Its FREE  Cons : I Deleted this game for the following reasons..... My PC used to "" Run into a Problem "" most of the time during update process Its PAY TO WIN kind of game , where you have to keep spending if you wanna survive in the new maps .... Match Making takes a long time ...and inspite of that end up playing with BOTS :(  I STILL RECOMMEND THIS GAME FOR IT BEING MUCH BETTER THAN MOST AAA TITLES AND FOR BEING FREE TO PLAY",Recommended,2018.06.06,37.1
Warframe,Captain Esquire,I own 312 games.  I only play Warframe.  You do the math.,Recommended,2014.11.03,1.0
Warframe,Rivalus,"Oh, man. This game rocks!! I've never play an MMO which play almost like a 3rd person gears of war plus sword. And it's all co-op fun.",Recommended,2014.02.12,51.6
Warframe,blüntensmöker,HOW TO WARFRAME FREE EDITION  -grind with bad weapon -get good weapon -grind to get better weapon -grind for parts -grind for creds -wait for building of stuff -collect stuff -grind -realise its 2 am -repeat same with frames EDIT:optional steps -buy primes with plat your clanmates donated -use said primes -get pink aids -play ''hard'' raid -enjoy 200k creds earned -enjoy useless arcane -lose ordis -get ordis back -shoot starfish with space lasers -shoot a mecha turkey with space lasers -put on a fire cape because you have ember prime -??? -profit -CLEM,Recommended,2016.08.12,1.0
