sentence,topic
i almost felt like a new player again upon my return thats how much was changed yet all of the new additions were intuitive and by the end of it i felt better about where the game is now compared to where it was when i stopped playing,-1
for a game thats free and not paytowin you really cannot go wrong,0
open world  parkour  grind a lot of grind  one of the best fp games on the market,10
one of the best games that has a story in space and its thirdperson mode and its challenging stages i recommend this game to everyone and my opinion about this game is  out of,22
its also value for money,20
product received for free  when we had raids it was fun ever since than its just managable to spend some time on this game,17
grind is for real real fp no need to spend at all and you can get everything by just playing and spending a lot of time,3
good luck tennos,44
for a free game i had a lot of fun playing this,0
its better than i thought it would be,-1
the gameplay is great,56
it plays quite well even with a steam controller,0
the parkour while feeling kind of limited it makes you feel like a badass,9
now mixing parkour with a thirdperson perspective and you are in for something epic gory and fun that is free,9
things called mods lets you customize the strengths of your weapons which makes combat much more easier on higher rank enemies,31
a lot of levels and worlds to check out,-1
yah  over and all i cant recommend this game enough,13
ive poured my soul into this game and its been a fantastic run,-1
this game has outstanding graphics and the optimization is solid,1
the gameplay and the ingame movement and parkour is a really fun addition to the game and really makes the game fast paced at most times the game still does have its dull moments,9
for a free to play game youre getting so much gameplay and you can really pour some serious time into this game currently at  hours atm,0
even with all the bugs though i always find myself coming back to this game,-1
the customization is also really something else,39
you have so many different options for skins armor pieces and colors that you really can make your warframes stand out even amongst the same frames,-1
if you really like a frame you can mod it to the way you want to play so you can really excel at what you do,14
you can pretty much tune your frame to the way you want to play so theres so much freedom with making your builds,14
theres so much more i could say about this game but all im going to say is its definitely worth the time and money ive put into it,-1
you will get it,16
good luck tenno,44
let the endless grind begin,3
i like herion,16
this game is great,23
great free  play game  totally addictive,0
this game brings many new ideas and exciting coop play extremely interesting,24
i bring honor to komrade and babushka,-1
this game i love this game teach you patience and farm tekniks to make good situation out of no situation,28
absolutely gorgeous game graphics,1
runs so smooth on my pc just a very enjoyable game,1
like the character and weapons upgrade options totally customizable for your style of gameplay,39
its alright i guess,72
awesome coop with friends cool grafics and gameplay,24
best game,64
this is definetly one of the best fp games on steam,10
fast and exciting gameplay lots of stuff to improve and customize your equipment unique amazing graphics and tricky challenges complete warframe a universe of its own,-1
there surely are still a few bugs in it but the devs are doing a real good job on this game imo,-1
they care about their community take feedback seriously and constantly release new content to improve and extend the gaming experience,11
it brought me here and here i was reborn,43
love,16
in my upmost honest opinion this is the best free to play game out there if youre looking for a high quality game great graphics regular updates with new content and a nice community too then this game is for you,0
no need to pay to win as everything here is pure skill and gained through experience,8
the game layout is simple to understand and the map is huge with two open worlds to explore both of which include a way to create and name your own weapons and modify them to your guns and melees to you own ideals,-1
i honestly can not say a bad thing about this game i first played on ps in early  and fell in love with it straight away,-1
,2
,2
,2
this game is honestly one of the best freeplay games ever made,0
youre a ninja and you around killing stuff in sick moves and great graphics,5
great game and i love the way it is set up,-1
highly recommend,25
,2
but by so far the community is amazing,4
a bit grindy but insanely fun once you start getting new equipment,3
i played it a bit before it was on steam and the game has changed a lot  for the better,57
i started the game in   very nice game  beautiful game nice and interesting gameplay many things to do  and its free so just go try it and see,0
do not let the bigots who are review bombing this because of pride month ruin the rating warframe is a good game with good story and a good grind some people dont like the end game grind but when you have nothing else you will get sucked into warframe,19
good game,45
ive been playing on and off for almost a decade and every time i return there are heaps of changes and fun things to do,-1
the game is not without its faults but depending on the kind of person you are there is an infinite ceiling of fun to chase after,-1
the is phenomenal and finally ties everything together,-1
now that its in place i felt like giving a review as its one of the best stories i have played through,40
product received for free  its never been more fun to be a space ninja,17
i havent played this game to much but i gotta say its really good,7
for being a free to play it has very nice graphics but of course it comes then with some market stuff like buying money starter packs and those kinda stuff,0
to settle that its a real fun game to play with your friends but you got to have patience,15
its actually a decent game finally has cross save,-1
make it bigger in the next update please,12
its the best free to play game ever,0
if you dont mind the grind then there will be an insane amount of content waiting for you,3
warframe is a mediocre singleplayer experience but a great multiplayer experience if youve got a consistent cast of friends to play with,60
for a freetoplay mmo the grind is manageable and the stuff you can buy is always stuff you could always just grind for,3
gameplaywise warframe has come a long way from its humble beginnings and now you actually feel like a badass space ninja with even the simplest movement combos and combat actions,5
the soundtrack is excellent,-1
the visuals are stunning,1
warframe really has an extremely dedicated crew,-1
the storytelling is very love it or hate it,18
im in the latter camp i think they execute the story excellently,18
wowwee,-1
weaponsskillsninjasrobots in a combination to a masterpiece called warframe  good storynice gameplay and an increadible among of features that only grow as the time pass,-1
pretty cool,6
fantastic ftp game,10
definitely worth your time,20
de succeeds in flying colours with having the most fairly monetized ftp game out there,10
give this game a try it is definitely a wild and fun ride,13
warframe has lot of potential for future because of the developers continuous support for the game good community and diversity of gameplay,55
my personal first week experience was full of learning and thinking how amazing this game was and the new upcoming content sounds very sweet to experience,-1
new content every month or two keeps the game smoothly fresh to play every time player logs in,-1
tenno yes i want,44
good,74
warframe is an amazing free game best ive seen yet mind you ive only been around for  years when i first started playing,27
community are so friendly you join a clan and theres a high chance theyll donate you to give you a boost,4
characters or frames have really unique design not only that theres tones of gameplays like stealth dps support tank and speedrun,14
its also open world not only that the story mode is so dramatic and it really captures your thoughts,38
get the game itll worth your time also might be a bit slow at the start,-1
my son got this game for christmas from his uncle so we installed it on his computer and he started playing,-1
i asked my son for help and he helped me,4
loved it as it was the best time had spent with my son since my wife had died,16
this game has ever since brought me and my son closer again and now we actually spend time together outside the house together as well,-1
this game reminded me that theres fun to be had in everything and it has brought both me and my son many happy memories,63
thank you,6
i always wanted to be a space ninja,5
good game,45
very good shooter with a lot of depth complexity and content,22
regardless id recommend giving it a bash its a good bit of fun at first but nothing i can see myself playing in the long term and spending money on,-1
,2
nice,6
accept the grind praise the grind become the grind,3
there will always be more grinding to be done and i sacrifice my life for the greater good,3
fabulous game casual friendly loads of stuff to do and keep occupied with,15
currency system is top notch and doesnt gate you from the gameplay in any form,8
it seems like the mod drops are a bit different on the pc version but its still a lot of fun,-1
the more people you know the better its always fun to play with friends,15
they are great at listening to constructive feedback and actively make changes to improve the game,11
warframe is a loot grinder and its very fun,81
update fashion frame is op,-1
this game is extremely addicting once you understand the endless things you can do on it,21
good thing the level layout changes every time for the same mission,37
awesome gameawesome graphicsyou spend some hours in this game i can guarantee this,1
my wife said if this review gets  likes and  awards she will buy a case of beer guys help me out,40
one of the few popular games on the market that isnt a dumbed down consumer experience,-1
it rewards and even encourages theory crafting and the build diversity is massive,-1
after so many years since release still one of the best free shooters around except for the pvp part which is not worth mentioning for this game,0
beautiful graphics shinny lightning effects,1
the game has a very strong player base so if you dont have any friends online to have fun with you will sure get strangers available anytime through the matchmaking system,36
warframe can literally offer you hundreds of hours of intensive gameplay adrenaline rush and fun solo or coop,60
it also has an interesting though somehow short personal story you must follow through to finish the challenges quests develop your character and access certain function and abilities for the playing character and for your own spaceship,18
after all the game offered them those thousands of hours of fun for free,0
the multitude of tasks and missions will surely keep you busy and entertained and if farming is your specialty get dem argon crystals boys even better,35
as much as the game may get repetitive you have several quests to take care of and soon you will discover the actual storyline going on behind that will end up getting you even more addicted each one of these quests unlocking new features such as having your own companions to aid you in battles,67
as i am a sucker for high quality graphics and detailed landscapes warframe left me breathless,19
from smooth ship surfaces to rough asteroid tilesets and robotic designs you will never get bored of looking around and telling yourself these graphics are totally slayin it,-1
long story short if you wanna be a space ninja alien thingy shoot and slash things be bombarded with a ton of game lore for you to piece it together see pretty things or just brag that you have the prettiest frame fashionframe ftw this fp is definitely for you,5
this game is extremely addicting,21
most people are extremely friendly and helpful,4
this game is so much fun,-1
very good game to play with friends and you dont have really to pay for warframes and weapons since you can craft them,-1
a little complicated but a very nice game,-1
better than destiny,41
there is so much to unlock and work towards,-1
you actually feel powerful and the rewards are worth the time put into them,-1
i highly rate this game it is the best fps game i have ever played  out of,10
if you and your mates want some fast paced coop action tons of loadout options lots of character options smooth gameplay great visuals customizations up the wazoo,24
this everexpanding rd person shooter can provide countless hours of carnage and a sick collection of characters and weapons that can be upgraded and modified to suit your gameplay styles,22
solo is good,36
coop is fantastic,24
id like to see more developers take a page from this book in regards to making coop more exciting,24
throw in a few more types of battle formats like arena fights for instance maybe a little vehicle warfare space ninjas on hoverbikes would be the bees knees the current maps that are playable in the game make for good instances but a more open world approach would help bring more gamers to the scene without question,-1
,2
a free game with indescribable beautiful graphics,1
,2
,2
and it has great mechanics,56
this is honestly the most relaxing game ive ever played,-1
yeah theres thousands of micro transactions but everything you buy can be farmed or earned by daily rewards and any warframe or weapon bought cant be used in pvp which is a terrific modal for a game,-1
the combat system is very exciting and makes you feel like a ninja in the sense youre totally bad ass,5
every warframe has their pros and cons and finding the best warframe that suites your play style is what makes this game insanely fun,-1
try forming dedicated groups out of pugs as much as possible to keep social and youll have an amazing time,36
this game is a true definition of masterpiece,-1
warfame is a very fun game where you can play by yourself our with friends,-1
i am glad this is free even if it wasnt i would buy it,30
still the best best gaim evur,-1
fun with friends worth the grind,15
you can go fsssssht and blaaaaaam and gagagagaga  so really its pretty great,38
best free game ever,0
this is a great tutorial on how to make microtransactions fair,-1
i like this game however imo after a month or two of inactivity you can really be left behind,-1
takes a lot of playtime and effort to its gameplay and movement are addicting,21
i recommend the game to anyone and everyone its free not pay to win but optional to smooth your grind out if you dont wanna grind that much and all items can be gained in the game except tennogen content those are made by workshop creators and the money earned from them are earned,-1
its a great game what else can i say,77
it is an awesome game everyone should try it,-1
,2
great game from release to now,-1
after playing for over  hours i can definitely say this game is way better than it was  years ago im glad that the devs are still working on this game and enjoying all the new warframes and weapons they have added as well the open world,-1
i will rework this review as i need to think about this more but making this for the steam norinate award task to finish and the fact that i should mamke a review on this game since this is a good game,40
warframe is a free to play game where you can play coop up to four players or solo if you wish,60
really great games and a lot of customization for different play styles and it gets updated constantly which is always a good thing,12
after playing for  hours im still having fun so thats saying something,7
overall i really enjoy the game and love that the game gets updated with new content so frequently,12
im quite surprised at how far along this game has come along,-1
the graphics have gotten better and the gameplay while repetative has also gotten better as the beta has gone on,-1
if you enjoyed games like mass effect  multiplayer gears of war horde mode or any other type of game where you and your crew of  take on endless waves of baddies in pure coop awesomeness sprinkled with the loot grind of dungeon crawlers like diablo or torchlight then you will have a blast with warframe,-1
luckily everything can be gained in game with some rng luck and time as well as the in game won from missions currency,8
all in all a great game definitely worth checking out,13
the community have so far been really nicce and helpful,4
i approve,16
this game is pure awesomeness,23
longest farming run ive had was only a few days with my truly fun casual clan,35
there are pretty much  paywalls in the entire game aside from frame and weapon slots which are extremely cheap,8
the nearly weekly updates also shows the dev teams determination to keep the game fresh and their dedication to the game and its community,11
great job digital extremes,42
warframe is a refreshing take on the squad based rd person shooter in its over all game play and especially its art design,-1
while not every gamers taste i find warframe to be a refreshing take on design,-1
the characters and aliens are unique very inspired and striking,18
my compliments to the art direction and the whole team,1
the gameplay is tight responsive and franciticly exciting giving the player the experience of feeling like theyre a true space ninja,5
ive found myself coming back to this game over and over again ever since a friend got me into it way back in june,-1
its one of the most open to all ftps out there,10
digital extremes really did this game right give it a try and you wont be disappointed,42
yes this game was taking my life,-1
oh boy where do i start with this gem  warframe is not just your average rd person action freetoplay game,-1
it is also a growing playable universe that is very easy to be fascinated by,-1
every year the team at digital extremes introduces a new gamechanger that is the equivalent of a game sequel and integrates it into the core game,42
the current warframe is the result of over six years of nonstop hard work and a dedicated fanbase,-1
now its a compelling cinematic experience its got two open worlds with a third one on the works over  craftable characters to play as daily and weekly challenges with endless rewards a huge variety of enemies to dispose of and an upcoming space battle game mode that will increase the scale of the game to never before seen levels,38
and the graphics keep getting improved over time,1
as always the coop element is crucial nothing beats the experience of a full team of  space ninjas each with their unique powers and weapons wreaking havoc among hordes of unlucky enemies,5
and everytime you succeed at crafting a new weapon or warframe it is bloody satisfying   one of this games major downsides is the chance that youll feel overwhelmed by everything the game has to offer during your first hours on it,-1
the game makes it very easy to communicate with people and find out what your next step should be,51
the games story is also becoming more elaborate and epic as time goes by,18
there are many surprises along the way and whats in store for the future looks very promising,62
theres a particular revelation after many hours into the game that every gamer should experience as it is truly incredible not just in terms of worldbuilding but also how it affects the perception of the whole game,56
long story short if you got time on your hands and youre looking for the ultimate coop action experience do not think twice and try warframe,60
pretty fun if you like to go fast,52
would buy again much fun gud game,71
one of the best fp game ever,10
if you like fast paced crazy wall running while shooting this is the game for you,9
slide into the wonderful world of warframe and join a community of gamers who have helped build this game,-1
awesome game,65
its okay,58
amazing game  it is even more fun if you play with friends,15
warframe is an awesome and very well made fp game,82
the game captivated me from the first minute,-1
the different combinations of weapons warframes companions as well as enemies mod combinations missions and content make the game exciting and challenging,14
its also fun to play with friends,15
the community is super friendly and nice,4
clear recommendation to play and enjoy,13
i can honestly say im pretty hooked now,21
i really like it,16
for a free to play its very good for almost everything can be bought or better yet built with patience the forge and mats,0
but im proud to say that i have a rhino warframe chassis currently being built and it will be completed early in the morning,-1
its like having a new toy in the morning waiting  so im excited i found a new addiction and am enjoying myself,21
you might too its free and ill link the very helpful videos below,30
i feel like warframe is in a much better state now,-1
i really enjoy what i have played and it looks like they are really delivering on the narrative and gameplay completely,1
i am still not a big fan of the grind for open world stuff but the rest of the game is good enough to give a good recommend,3
buy now for the low low price of free that rights absolutely free so whatre waiting for,17
free to play at its finest,0
fun game with countless hours of content,-1
devs that are actually pretty good as they listen to the community most of the time,11
lots of variety in the available content,62
game is completely free as is all new content added the old stuff usually sits there gathering dust for experienced players but for new players is usually worth going through to get the rewards,0
for a fp game i am proud to say that i have been part of the community for a few years,10
digital extremes has put tons of effort and hours into the game to make it enjoyable and playable even with the minor bugs that pop up every so often,42
a solid game with some story to it however if you just want to have a game where you can be a space ninja that guns down slices and murders everything then look no further,5
whether you enjoy solo play or team play warframe is a game that fits all needs,60
great game boring at lower levels but gets really and i mean really addictive as you progress in levels and in the game,-1
it has fast paced gameplay and immersive environment,56
overall a good pick for shooting game lovers,22
i love the game they gave me back my account after i did a request,-1
in my opinion this is one of the best free games,0
great grinding game great graphics great development team new things to explore all the time by the constant updates,3
pros easy to jump in and play but still very deep good progression system doesnt force you to spend tons of money to enjoy the game  cons no challenge later on terrible and confusing new player experience,47
one of the best free mmos that exists,0
i just love this game feels like a bad ass version of mass effect without the exploration and story,-1
best of all its co op,24
one of the perks is that the community is friendly and players are always willing to help one another progress through the game,4
warframe is a better game than it was before,-1
watching every single devstream jumping on the hype train every time it had departed it was a good time,11
i grew up with warframe and it grew up with me,26
thank you steve geoff and scott for the countless hours of fun uncalled for nerfs well deserved buffs and the amazing story and gameplay loop,-1
good game,45
this is probably the best free to play game in the world,0
and it keeps gettin better,-1
nice,6
no problem ill survive and see the abyss itself,6
amazing game for a free game its gorgeous and fun to play,0
warframe beta set in an interesting artistically styalised universe warframe is a rather compelling rdperson shooter mixing gunplay melee and unique abilities for an overall enjoyable actionpacked if not slightly lorelacking at the moment experience,14
yes it lacks depth of story for now but doesnt pull much away from the games great visuals and beautifully individual artstyle and design,-1
its free and its definitely worth trying out,30
,2
recently ive come back to what seems to be one of the most expansive changes ever,57
this game has me completely hooked in so many ways now,-1
at least its better than destiny,41
from a game that was just horrible at launch to become the best free to plays on the market well done,0
best mmo,-1
of course i will because its damn good and fast action game,13
its about team work and you would not miss it because it is not like other games like pay to win,8
ive had so much fun in this game it is simply amazing and impressive,-1
an interesting concept with nice asthetics across the board to boot and fun gameplay,-1
in all it was a fun experience to be part of and still is today,-1
edit things got fixed for the most part,76
games back to being fun again,-1
make the game fun,46
warframe is love warframe is life,26
warframe is a great game with a great community with a great development team,-1
warframe has been around for years since  and constant updating always makes the game exciting,55
a great plot of land is combined here with bright graphics rich contrasts,1
the game world of warframe is full of the most extraordinary characters thrown into the game space from all parts of the galaxy,-1
the game is extremely dynamic,-1
you can use parkour which complex elements allow the player to overcome obstacles and countless traps,9
managing the character of the game is very convenient,-1
the physical component of the struggle brings only joy,-1
the number of characters are showing a great deal of variety,1
turning the role over the player will definitely find the look and performance in which he feels confident,-1
the game has an impressive selection of weapons accessories and supplies to help the player achieve their goals,31
another unquestioned advantage of warframe games is its multiplayer project,-1
but even one player can and will find a lot of interesting things in the game,-1
the key to success in warframe  a high level of performance graphics,-1
other than that this game is great and i love this and i like the community,4
it definitely makes you feel a valued player while playing the game which is getting rare with the new era of gaming,-1
thank you developers and the ever welcoming player base,4
i have been playing this game since very early beta,59
i can say that through the years the game has evolved into a legendary title,-1
this is to say that it doesnt have its flaws or anything but it is without a doubt a great game for grinding game lovers,-1
warframe is a great game,19
it has good mechanics and gameplay,56
it has a great community,4
overall it is good for a free  play game,0
the endless amount of possibilities playing this game make it great for me and my friends to stay busy and entertained,-1
ive had lots of fun teaching them what i know and all the tricks ive learned,51
ive recommended this game more than anything else ive played and its exciting to see what else de is going to come up with,68
played few minutes it kinda makes fun,46
the game is still fun,-1
just dont rush in too much and your time is gonna be good,-1
shortly after i found some people who were interested in me and even my problems we created a clan and more people joined us,75
we are like a happy little family,-1
i continued for  years as of now and so many amazing things happened i created a huge dojo just so people feel at home here,-1
i got people out of depressions by letting them feel welcome by us,4
all of these things happened with great joy and when i left for my brain surgery these people cried for me,-1
i went through my own depression in this game i found love in this game i found a family in this game,63
if i need to explain warframe in one sentence it would be come for the game stay for the experience  thank you for reading,-1
product received for free  best value for money since it got the best content and constant updates for a free to play game and one of the best gaming communities i ve seen  with a player base from kids to senior citizens across the globe this game is a world within itself and a dev team dedicated to its fans this game is successful coz of them and the players who had to persevere the test of time and never ending bugsvisually amazing nowadays easy to run on potato pcs and with its ever expanding arsenal its a game perfect for anyone,17
,2
its good,29
best looter shooter game for sure,-1
been playing this for  years and the game keeps getting better with each update the community isnt toxic and there will be people to help you out or answer your questions regular updates of new weapons and warframes hours of vapouring slashing mincing and burning your foes and theres a crap load of farming if youre into such stuff which is fun when you play with friends,-1
the game has changed a lot over the  years and it is still bound to change for the better,57
good luck tenno may the void guide you,44
x,2
ive played quite a while on this game and warframe isnt simply another fps you need to add to your list because its freetoplay,79
this game offers a great opportunity to spend a great time with your friend and have fun while doing it,15
its really addictive since you get started to it with large sets of missions including base defense survival boss fights or killing everyone in the map,-1
thats pretty great yeah you can queue up with anyone no matter his level but when a warframe level  comes in with his crowd control skills that annihilate the whole planet while i still try hard to get one headshot on that small robot that survived the apocalypse its kind of a buzzkill when i see i killed  while he got,-1
but then again to get the most fun out of this game invite some friends and do your missions the way you want it done,37
if you enjoyed the mass effect series in particular this game is an excellent substitute until bioware gets its act together,-1
the graphics the gameplay the controls really cannot stop you from playing this grinding game,3
tenno out of tenno best game,44
product received for free  best play for free game ever give it a try,17
,2
,2
the game is awesome,23
it one of the technically bestmade games everdont need a huge pc to run it fine and almost dont crash or have anything going bad,1
besides this the game is visually stunning and all the controls interactions and such works like a charm,1
everything is really well made including the voice acting,-1
the cgs where marvelous but thats it,10
as i wrote before to me a plot is very important and having none is sometimes better than have some halfbaked one,-1
so this makes warframe a unique game,-1
anyway since the developers are always creating new content for the game and keeping the game well and evolving something that i really admire and its very hard to find in other games ill keep with warframe,55
the relics system and the possibility to play stealth solo instead of running the map like a gazelle just to finish the mission under  minutes with a team all the time is actually fun,-1
in the end this game deserves a thumbs up to honor its outstanding qualities,-1
warframe is an incredible experience and while its definitely a massive time sink its the best among them,26
been playing this game for almost a year now its one of the best games ive ever played,-1
although there is a ton of grinding the amount of content the game has makes up for it,3
with a great variety of frames and weapons this is definitely one of the best fp games out there,10
the games not as pw as people make it out to be the game is very easy to progress through when you get the hang of it after the initial start,-1
tldr try the game out its free and is about robot space ninjas,5
this game is awesome but too addictive if you dont know how to control yourself dont even think in playing it,21
but what i saw was fun,-1
its continuing mission to explore strange new worlds to seek out new life and new civilizations to boldly go where no tenno has gone before,44
but a couple of months later i decided to give it a second chance and it was the best thing i couldve ever done,20
i started playing it again and started farming playing meeting new people and i also started doing quests which i think are the reason i still play warframe today for that rich lore and when the second dream came i knew that i was in love with this game,32
it turned into my favorite game of all time and the best part is that this is a completely free game dont let people that say that warframe is pay to win fool you you can get anything by playing or you can support the developpers and buy some plat because this game really deserves your money if you can afford it,-1
please give it a try at the start it may look difficult but in reality it isnt you just need to play it and enjoy every single noobie moment that you might have you can learn how the game truly works later and youll so accomplished by knowing how does this game works,73
i know this might no be the best review but i just want to support this game it really deserves it,40
yeah this is addictive,21
my overall opinion is genuinely positive about this game as its great to see the developers actually put time and effort into making the updates,12
id recommend the game regardless,13
its a tons of fun specially with friends,-1
good free game,0
started playing warframe some years back and though there has been breaks over time i keep comming back to play it and it is always a pleassure to see the developers passion for this game,-1
gud,71
great game,50
one of the few thirdperson shooter games that i found surprisingly addictive,22
the developers have been improving it for years showing that they really care for the game,-1
pretty good graphics and addictive gameplay  traversing feels smooth satisfying combat and looting is fun,-1
the interesting setting for the game and the mysterious plot have really peaked my interest,18
dont worry though there is plenty of guides to help you in this cosmic adventure,-1
it brought me here and here i was reborn,43
totally awesome game,65
excellent game for excellent people,-1
,2
,2
ive only played a little bit but i like it so far,7
and i love it,16
,2
i totally recommend this game d,13
great for ftp the graphics fit the style and mood of the game,10
love the idea of my space ninja kicking ass and getting better tech,5
i love the alert missions which allows the tech that youd normally actually spend money on to be truly free,37
thumbs up,6
great artstyle great gameplay i love the melee combat and really interesting backstory or what is visible of it,9
i love the warframes and cant wait to try each one of them as they are all different from each other,-1
after  hours they just keep making this game bigger and better,12
after  hours this game is my life now,7
in a good way,6
still great,6
it is free to play game but you dont really have to buy the platinum paid currency at all as the playertrading system lets you get it fairly easily,-1
and even so after  hours and then after  more of pure fun i decided to put some money in  so far i have payed around  euro to the devs and i dont regret it in the slightest,-1
yes it is kindy grindy but the grind is still fun and thats whats important,3
if you love girls in tight sai fi suits youll love this,1
i love you because the implications in your universe make me want to know how people live in that setting,18
combat is a bit choppy but well done fp is one of the better models aside from a waittoprogress gear and a few powerful frames being locked behind absurdly hardtounlockbosses updates have been both fleshing out the content and the universe actual languages given to the inhabitants unique bosses that are less reskins and more something that actually challenges well entertains at least,10
a great game with good graphics,1
a good community that is always ready to help you figure something out but not without idiots,4
there are many interesting mechanics that diversify the game,-1
i advise everyone to play,13
this game is amazing,23
pve with ninja robots fairly easy to get into as well,5
i love this and its free,30
cool game can run at al pc,1
if you can get past the immediate lack of information then youll find a really fun game with some rather pretty visuals too,73
ive done everything i want to do on this game,-1
one of the best games available on steam and its free with a fair business model and has been improved and update with new content countless times since its release,0
its okish i guess,72
i could done something with my life with the amount of time ive but into this game,-1
a very fun rpg that i highly recommend if you enjoy fast movement solid gunplay building up an arsenal of weapons and exploring a vast world with many different factions and visuals,-1
but damn is it fun anyway,52
great game with the best developers in the industry,11
an incredibly fair fp system and constant updates,10
it will give you hours upon hours of enjoyment,7
played a little bit quite fun you can have a dog,46
still decent i like the game,-1
product received for free  if you dont have any games to play this game is the best time sinker ive ever played prob the best free to play ive played,17
from not being interested at all going to playing every day and achieve almost everything i can say that warframe is a game that demands so much of you but at the same you feel greatly rewarded for whats to come the grind can be a little obnoxious but if youre already use to it then you can get through with it,-1
i can tell a lot more of the great things this game has to offer but you have to check it for yourself only then youll know how good this game can be,-1
pd atlas prime my boy well play again one of these days,-1
i have found this game to be very well madeespecially for a beta game,59
graphics are great too,1
,2
one of the best free to play games,0
decent game,-1
overall good would encourage folk to play it,-1
get better to get more stuff to get better to get more stuff,-1
perfect game if you ask me if only i really wanted all that stuff and not just some or is it just me being lazy who cares,8
trippedout beautiful intense challenging strategic with incredibly welldeveloped depth and fun,56
really one of the greatest allaround coop experiences ive found,24
cant recommend this one enough to anyone ive ever gamed with,-1
especially when the final product is this great,-1
i heard from some people saying that this was the best fp free  play game out there so i decided to give it a shot,10
although this might not be the best of fps imo but its certainly one of the better ones,10
pros great community everything can be earned while playing the game except some skins farming is pretty fun major changes can be seen in the current game by watching some old videos gets better as you progress through the game gets more and better content over time free roaming areas waiting time to build something makes it more fun a returning player may feel as if hes playing a new game the game makes you try a lot of different equipment in the game limited time missions and events syndicates factions pvp  cons not very welcoming to new players a hell lot of farming which may seem like a chore after a while the first parts of the game are fairly boring,47
one of the best and most balanced games ive ever played,54
great game,50
,2
i like it thats why i recommend pls,25
nice graphics and a highscifi ske story,1
but is a nice game what make it nice is some adictiviness to unlock stuff how easy is to go somewhere and shot things and the diabloske mania of collecting upgrades,-1
product received for free  whats not to like about the game,17
only downside is not enough content but still an amazing game to play  bestttt game  the community in this game makes this game worth playing as a team,-1
this game might not be for many people but its a masterpiece,-1
all the characters are amazing in their own way lots of people say oh this character sucks,-1
ect but theyre all really unique and are really cool,-1
they also have really sick designs the primes are so sick and everything about this game is insanely cool from the lore to the characters to the playstyles and weapons,1
and plus theres never too little content to do theres so much content you could play this game for a year straight and still have stuff to do its crazy,53
,2
however absence it seems does make the heart grow fonder,-1
after returning i rediscovered something id forgotten from all those hours of playing despite its flaws warframe is at its core a genuinely fun game original review below for reference,19
amazing game takes a bit of grinding but its all worth it,3
i really recommend this game to anyone,13
keep farming tenno you may get the item you need in the next run or next or next or next or next or next or next or next or next or next,44
this game has a unique character design i love it they look like space dolphins to me d sexy game,1
its alright fun to play,-1
also the story is great,18
every time i came back the game is obviously better than it used to be which is surprising because its always been good,-1
i seriously recommend it to you as long as you dont mind grinding,3
everything except skins are available for free as long as you dont mind working for what you want and even the ingame currency is obtainable through player to player trading,8
thank digital extremes for listening to their community,42
great to play with some mates and is quite addictive,21
best of all its free,30
maybe once ive had enough of d ill come back to enjoy this game more,-1
this game is incredibly addicting,21
also pretty much everything can be gotten for free eventually,8
one of the most fun and fair fp games out there,10
everything you have access to makes you truly experience what it means to be a spaceninja,5
good video game for people without a social life,15
one of the greatest examples of a free to play game,0
also the principal line is wonderful and image quality very well,1
the most important thing is warframe dont need you to pay so much money for itif you are willing to spend free time to play it you also can be strongeri like it very much also we can make so many different skins and colour for our own warframe this game charm is has so many different playing methods we dont need confined to sole can create fun by ourselves why not join this game,-1
nice,6
makes me feel powerful,-1
best game and development house ever hands down,11
i advise everyone to play this masterpiece,-1
,2
its a great fp game i really enjoy it,10
otherwise id highly recommend it,25
i think i enjoy it,16
fun game played it a bit,46
update its still alright,12
the best looter shooter game i played new warframes new missions always new content,-1
i pressed everything and i won,-1
the game is amazing thats for sure,23
best fp game out there no doubt,10
i think this game is fit for anyone who can respond quickly and learn fast because it takes some getting used to,73
above all its really addicting and with the game always changing at such a fast speed you never get bored,21
good work,6
this game has so much stuff to do that if you can find a group of friends,-1
youre solid,6
the community really is its best feature and the easiest way to avoid feeling burnt out,4
i do not even know where to start on this game other than to say that it is utterly addicting and literally the best free to play game that i havve come across,21
you have so many options in this games and so many different warframes to build that it is unreal and just what you can do with them is amazing enough,14
everything is so detailed and the possibilities are seemingly endless,-1
there are so many things you can do to your frame such as skins upgrading so many modsit is just unreal how many directions you get pulled in that you are asking yourself let me try this or oh hey i might be able to do this,14
and the part that i like the mostis you can buy weapons surebut the fact that you earn them is so much better,31
now dont get me wrongthis process can take forever and is a total pain in the backside but in the end it is so worth it because you actualy went out and farmed the materials yeah call me crazy,20
but all in all and in all seriousnessi seriously love this game and i wish i had found it sooner,-1
i highly recommend it,25
review update nearly a year later and im still playing this game weekly,-1
the number of updates and dedication to this game that digital extremes has shown is nothing short of miraculous,42
the sheer size and scope of this game is staggering,-1
not only is this one of the best free to play games of all time but i now consider it amongst the pantheon of my top games of all time,0
thanks digital extremes for making warframe such a great product,26
initially the game felt a little rough but it seemed promising and i liked how passionate the team appeared to be,-1
